word	jp_defs	pos	hanja	jp_trans
얼토당토아니하다	1.とんでもない。ぐにもつかない【愚にも付かない】 2.まったくちがう【全く違う】。かんけいがない【関係がない】	「형용사」		全く理屈に合わない。 全く関連性がない。
얼토당토않다	1.とんでもない。ぐにもつかない【愚にも付かない】 2.まったくちがう【全く違う】。かんけいがない【関係がない】	「형용사」		全く理屈に合わない。 全く関連性がない。
얼핏	1.ちらりと。ちらっと 2.ふと。ふっと。はっと。ぱっと	「부사」		あまり集中していない間に一瞬ちょっと見える様子。 何かに急に気づいたり過去の記憶などが一瞬思い浮かんだりする様子。
엄격하다	げんかくだ【厳格だ】。きびしい【厳しい】	「형용사」	嚴格하다	言い方、態度、規則などが極めて厳しくて徹底している。
엄격히	げんかくに【厳格に】。きびしく【厳しく】	「부사」	嚴格히	言い方、態度、規則などを極めて厳しくて徹底的に。
엄밀하다	げんみつだ【厳密だ】	「형용사」	嚴密하다	隙や手落ちが全くないほど、厳格で細密だ。
엄밀히	げんみつに【厳密に】	「부사」	嚴密히	隙や手落ちが全くないほど、厳格で細密に。
엄숙하다	1.げんしゅくだ【厳粛だ】。おごそかだ【厳かだ】。いかめしい【厳めしい】 2.げんしゅくだ【厳粛だ】。おごそかだ【厳かだ】。いかめしい【厳めしい】	「형용사」	嚴肅하다	儀式や雰囲気などが厳かで重々しく静かだ。 言い方や態度などが重々しくおとなしい。
엄숙히	1.げんしゅくに【厳粛に】。おごそかに【厳かに】。いかめしく【厳めしく】 2.げんしゅくに【厳粛に】。おごそかに【厳かに】。いかめしく【厳めしく】	「부사」	嚴肅히	儀式や雰囲気などが厳かで重々しく静かに。 言い方や態度などが重々しくておとなしく。
엄연하다	1.げんぜんとする【厳然とする・儼然とする】。きびしい【厳しい】 2.げんぜんとする【厳然とする】。めいはくだ【明白だ】	「형용사」	儼然하다	人の外見や言動などが落ち着いていておとなしい。 誰も否認できないほど明らかだ。
엄연히	1.げんぜんと【厳然と・儼然と】。きびしく【厳しく】 2.げんぜんと【厳然と】。めいはくに【明白に】	「부사」	儼然히	人の外見や言動などが落ち着いていておとなしく。 誰も否認できないほど明らかに。
엄정하다	1.げんせいだ【厳正だ】。きびしい【厳しい】 2.げんせいだ【厳正だ】。きびしい【厳しい】	「형용사」	嚴正하다	厳しくて正しい。 鋭くて公正だ。
엄정히	1.げんせいに【厳正に】。きびしく【厳しく】 2.げんせいに【厳正に】。きびしく【厳しく】	「부사」	嚴正히	厳しくて正しく。 鋭くて公正に。
엄중하다	1.げんじゅうだ【厳重だ】 2.げんじゅうだ【厳重だ】 3.おもい【重い】	「형용사」	嚴重하다	非常に厳しい。 厳格で丁重だ。 見逃せないほど重大である。
엄중히	1.げんじゅうに【厳重に】 2.げんじゅうに【厳重に】 3.げんじゅうに【厳重に】	「부사」	嚴重히	非常に厳しく。 厳格で丁重に。 見逃せないほど重大に。
엄청	はなはだしく【甚だしく】。すごく【凄く】	「부사」		量や程度が度を越えて。
엄청나다	はなはだしい【甚だしい】。すごい【凄い】	「형용사」		量が非常に多かったり程度が度を越える。
엄하다	1.きびしい【厳しい】。げんかくだ【厳格だ】。げんじゅうだ【厳重だ】 2.きびしい【厳しい】。げんかくだ【厳格だ】。げんじゅうだ【厳重だ】 3.きびしい【厳しい】	「형용사」	嚴하다	規則の適用やしつけなどが徹底して正しい。 仕事や行動に間違いがないように注意を徹底する。 性格や行動が徹底的で気難しい。
엄히	1.きびしく【厳しく】。げんかくに【厳格に】。しっかり 2.きびしく【厳しく】。げんかくに【厳格に】	「부사」	嚴히	規則の適用やしつけの教育などが非常に徹底していて正しく。 物事や行動などが失敗しないように徹底的に注意して。
-업	ぎょう【業】	「접사」	業	「事業」または「産業」の意を付加する接尾辞。
없다	1.ない【無い】。いない 2.ない【無い】 3.ない【無い】。おこっていない【起こっていない】 4.ない【無い】 5.まずしい【貧しい】。びんぼうだ【貧乏だ】 6.できない 7.ない【無い】。いない。そんざいしない【存在しない】 8.いない 9.ない 10.ない 11.もたない【持たない】 12.いない 13.おこらない【起こらない】 14.ない 15.ない	「형용사」		人や物などが実際に存在しない状態だ。 事実・現象が現実として存在しない状態だ。 ある事や症状などが現れていない状態だ。 ある物が多くない状態だ。 金・財産などが十分でなく、貧乏である。 ある事が可能でない。 人・事物・現象などがある所で場所や空間を占めていず、存在していない状態だ。 人・動物がある場所に留まったり、住んでない状態だ。 非常に珍しい。 一定の範囲に含まれていない状態だ。 ある物を持っていないか、資格・能力などを備えていない状態だ。 一定の関係を持つ人が存在しない状態だ。 ある人にとって何も起こっていない状態だ。 理由や可能性などで、不可能な状態である。 上と下、左と右、地位などが区別されない状態だ。
없이	1.なく【無く】 2.なく【無く】 3.まずしく【貧しく】 4.ずに 5.なく【無く】 6.なく【無く】 7.なしで【無しで】 8.なく【無く】 9.なく【無く】 10.なく【無く】。とわす【問わず】	「부사」		ある事や症状などが無い状態で。 多くない状態で。 金や財産などが乏しくて。 あることが不可能で。 席や空間を占めていた人、物、現象などが存在しないように。 ある物や資格、能力などを持っていない状態で。 ある関係を持つ人が存在しない状態で。 ある人に何も起こらないように。 理由や可能性などが成立しないように。 上下、左右、地位などの区別がなく。
엇-		「접사」		「外れて」の意を添加する接頭辞。 「外れた」、または「外れるようにする」という意を添加する接頭辞。 「大体」の意を添加する接頭辞。
엇비슷하다	1.にたりよったりだ【似たり寄ったりだ】。にかよっている【似通っている】 2.かたむいている【傾いている。いびつだ【歪だ】	「형용사」		ほとんど同じである。 やや一方に傾いている。
엉거주춤	1.ちゅうごし【中腰】 2.およびごし【及び腰】。へっぴりごし【屁っ放り腰】	「부사」		すわりかけたり立ちかけたりした姿勢で、腰を半分かがめた様子。 ためらったりもじもじするさま。
